skills,passing_years,company_urls,responsibilities,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities.1,skills_required,matched_score
"['Technical Support', 'Telecom Support', 'Networking Support', 'Software/PC/LAN Troubleshooting', 'Installing, Configuring, Troubleshooting Windows, Linux and OS X', 'Installing, Configuring, Troubleshooting SoHo Networks', 'Creating & Updating documentation', 'Software Installation, configuring, and Troubleshooting', 'Implementing, Configuring network and End User Security', 'Mobile device Support', 'Printer Support', 'CLI Knowledge', 'VOIP, Video Chat Support', 'Critical Thinking with Root Cause Analysis', 'Encryption', 'File Structures', 'Network Protocols', 'AAA Security Model', 'Accounts and Group policy', 'Browser Support', 'Operating Systems: Windows 7-10, Ubuntu 14.04, OS X 10.8-10.11, ChromeOS, iOS9, Android', 'Applications: MS Office 2010-2016 (Word, Excel, PowerPoint, Outlook), Google Apps (Drive, Docs, Sheets, Slides, Keep, Forms, Sites), Google Drive Sync Client, Internet Explorer, Firefox, Chrome, Safari, Edge, OpenVPN, Wireshark, Sublime Text, MSRA, Microsoft RDP, OpenSSH, Puppet, SCCM 2012 iOS-MDM', 'Networking: TCP/IP, DNS, DHCP, LAN/WAN, VPN/Remote Connectivity - OpenVPN, some basic Cisco iOS, Microsoft Virtual PC/Hyper-V, TeamViewer, Terminal Services, Netgear, Linksys, Firewall, Ports, experience in Routing & Switching (OSPF / BGP / VLAN / STP)', 'Hardware: Dell, HP, IBM/Lenovo, Apple, Microsoft, desktop, laptops. Android Smartphones tables, and wearables. iPhones and iPads. Printers, Routers, Switches, Modems, Wireless Routers, Video Conferencing equipment (TV, Projectors, Microphones, Speakers)', 'Security: Basic knowledge of IPSEC / SSL-VPN / NAT / GRE, some experience with Authentication Protocols (Radius / TACACS), Strong desire to learn more', 'A+', 'Active Directory', 'Antivirus', 'Apple', 'Bash', 'Basic', 'BGP', 'CAD', 'call center', 'CCNA', 'CD-ROM', 'CLI', 'Cisco iOS', 'Cisco', 'com', 'Hardware', 'computer hardware', 'Council', 'Critical Thinking', 'Encryption', 'Client', 'Dell', 'DHCP', 'documentation', 'DNS', 'Edge', 'email', 'Firewall', 'Forms', 'Help Desk Support', 'HP', 'IBM', 'Insurance', 'Internet Explorer', 'LAN', 'laptops', 'Linux and OS', 'Linux', 'access', 'Excel', 'mail', 'Microsoft Office', 'MS Office', 'Outlook', 'PowerPoint', 'Windows 7', 'Microsoft Windows', 'Windows', 'Word', 'Modems', 'MSI', 'Networking I', 'Network', 'Networking', 'Networks', 'Operating Systems', 'OS', 'OSPF', 'policies', 'Printer', 'Printers', 'Protocols', 'Python', 'Routers', 'Routing', 'scripting', 'Software Installation', 'SolidWorks', 'SSL', 'Switches', 'system administration', 'tables', 'TCP/IP', 'TV', 'troubleshooting I', 'Troubleshooting', 'Video', 'Video Conferencing', 'VPN', 'VOIP', 'WAN']",,"[None, None]","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,5 to 10 years,Age 30 to 40 years,"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",0.61
"['accounting software', 'AutoCAD', 'balance', 'budget', 'capital expenditures', 'handling cash', 'Civil Engineering', 'interpersonal communications', 'Consulting', 'contracts', 'prepare contract', 'Client', 'customer care', 'DC', 'Design and Construction', 'Engineering Design', 'expense reports', 'filing', 'marketing research', 'Materials', 'meetings', 'MS Excel', 'office', 'MS PowerPoint', 'MS Word', 'MicroStation', 'peak', 'Prime', 'project plans', 'Express', 'recording', 'Specification', 'Transportation', 'utilities', 'written communication']",['2014'],"[None, None, None, None]","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,Age at most 52 years,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit",0.45
"['Account Reconciliation', 'Accounting', 'Accounts Payable', 'Accounts Receivable', 'AR', 'Billing', 'Budget', 'Cash Handling', 'Closing', 'Coaching', 'Communication Skills', 'Contracts', 'Credit', 'Customer Service', 'Financial', 'Forms', 'General Ledger', 'General Ledger Accounts', 'Grants', 'Groupwise', 'Instructing', 'Mentoring', 'Merchandising', 'Microsoft Office', 'Outlook', 'Organizational Skills', 'Packaging', 'Policies', 'Pricing', 'Public Speaking', 'Purchasing', 'Receiving', 'Reconciling', 'Research', 'Spreadsheets', 'Team Player', 'Time Management', 'Year-End']","['2003', '2013', '2015']","[None, None, None, None, None]","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,Age 25 to 40 years,"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical",0.493333333
"['API', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'Hardware', 'concept', 'content management', 'Content', 'client', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'HTTP', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'MB', 'access', 'C#', 'MFC', 'Win', 'Windows', '2000', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++']","['N/A', 'N/A']","[None, None, None, None]","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,At least 1 year,Age 25 to 40 years,"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",0.716666667
"['Results-oriented', 'Operations management', 'Client-focused', 'Excel in [areas of expertise]', 'Proficiency in [area]', 'accounting', 'accounting manager', 'accounting system', 'accounts payable', 'accounts receivable', 'auditing', 'bank reconciliations', 'cash receipts', 'documentation', 'E-mail', 'financial', 'mail', 'payables', 'personnel', 'processes', 'maintain files', 'spreadsheet', 'phone', 'treasury', 'written', 'yearend']","[None, None]",[None],"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,At least 1 year,,"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,0.406666667
"['C++', 'Python', 'C', 'Software Developer', 'Prediction Modelling', 'Machine Learning']",['2020'],[None],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.65
"['Marketing', 'Sales', 'Budgets', 'Promotional', 'And Marketing', 'Sales And', 'Aviation', 'Class', 'Comprehensive Large Array Data Stewardship System', 'Excellent Multitasker', 'Simultaneous', 'Teaching', 'Training', 'Accounts And', 'Advertising', 'Branding', 'Community Outreach', 'From Sales', 'Its', 'Managed Sales', 'Of Sales', 'Public Relations', 'Increase', 'Administrative Support', 'Audit', 'Budgeting', 'Cost Control', 'Executive Assistant', 'For Selling', 'Ordering', 'Relationship Management', 'Scheduling', 'Selling And', 'Accountable For', 'Business Development', 'Clients', 'Forecasting', 'Implemented Sales', 'Key Accounts', 'Maintenance', 'Market Trends', 'Networking', 'Sale And', 'Sales Forecasting', 'Sales Objectives', 'Sales Strategies', 'Strategic Planning', 'The Sale', 'The Sales', 'Direct Marketing', 'Marketing Plan', 'Overall Sales', 'Project Development', 'Sales Plan', 'Energetic', 'Fundraising', 'Highly Organized', 'Mac', 'Quicken', 'San', 'Self Motivated', 'Storage Area Network', 'Very Organized', 'Finance', 'Shipping']","['1990', '1989']","[None, None, None, None]","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,At least 5 years,Age at least 24 years,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","AutoCAD
Solidworks",0.35
"['advertising', 'architect', 'asset management', 'auditing', 'Budgeting', 'budgets', 'budget', 'business case', 'closing', 'Cognos', 'client', 'customer service', 'Financials', 'Financial', 'financial analysis', 'financial modeling', 'leadership', 'Leadership skills', 'marketing', 'Excel', 'Microsoft Office', 'negotiations', 'office management', 'Oracle Financials', 'PeopleSoft', 'executive presentations', 'processes', 'coding', 'progress', 'Real Estate', 'reporting', 'SAP', 'strategic', 'strategic marketing', 'telecom']","['N/A', 'N/A']","[None, None]","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)",5 to 6 years,Age 25 to 40 years,"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","HRM Report
Human Resource Management
NGO",0.816666667
"['Python', 'SQL', 'MySQL', 'Tableau', 'Power Bi', 'Pandas', 'Numpy', 'Matplotlib', 'Excel', 'Machine Learning', 'AWS(EMR,EC2,S3)', 'Cloud', 'Hive(HQL)', 'Excel']",['2020'],[None],"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,At least 1 year,,"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,0.816666667
"['MS Office', 'Minitab', 'PowerPoint', 'Excel', 'Solid works', 'AutoCAD', 'Pro E', 'MS Access', 'SAP', 'Java', 'C', 'C++', 'Visual Basic', 'R', 'Python', 'AutoCAD', 'C', 'C++', 'Calibration', 'charts', 'data analysis', 'Database', 'designing', 'documentation', 'Forecasting', 'IMS', 'inspection', 'inventory', 'ISO', 'ISO 9001', 'Java', 'Lean Manufacturing', 'MS Access', 'Excel', 'MS Office', 'PowerPoint', 'Minitab', 'process improvement', 'Programming', 'Python', 'quality', 'safety', 'SAP', 'SAP R/3', 'Scheduling', 'Siemens', 'Solid works', 'SOP', 'Strategy/planning', 'supervising 4', 'Visual Basic', 'reduce waste']","['May 2016', 'July 2013']","[None, None, None]","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.816666667
"['accounting', 'accountant', 'administrative', 'Army', 'Agency', 'backup', 'book', 'budget', 'Business Administration', 'cash flow', 'contracts', 'DC', 'documentation', 'filing', 'financial', 'GL', 'home office', 'IMS', 'International Business', 'materials', 'Access', 'Excel', 'Microsoft Office', 'office', 'PowerPoint', 'Word', 'procurement', 'purchasing', 'receiving', 'record keeping', 'transportation', 'type', 'workshops']","['2016', '2012', '2006', '2006']","[None, None, None]","iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.556666667
"['Technical Support', 'Telecom Support', 'Networking Support', 'Software/PC/LAN Troubleshooting', 'Installing, Configuring, Troubleshooting Windows, Linux and OS X', 'Installing, Configuring, Troubleshooting SoHo Networks', 'Creating & Updating documentation', 'Software Installation, configuring, and Troubleshooting', 'Implementing, Configuring network and End User Security', 'Mobile device Support', 'Printer Support', 'CLI Knowledge', 'VOIP, Video Chat Support', 'Critical Thinking with Root Cause Analysis', 'Encryption', 'File Structures', 'Network Protocols', 'AAA Security Model', 'Accounts and Group policy', 'Browser Support', 'Operating Systems: Windows 7-10, Ubuntu 14.04, OS X 10.8-10.11, ChromeOS, iOS9, Android', 'Applications: MS Office 2010-2016 (Word, Excel, PowerPoint, Outlook), Google Apps (Drive, Docs, Sheets, Slides, Keep, Forms, Sites), Google Drive Sync Client, Internet Explorer, Firefox, Chrome, Safari, Edge, OpenVPN, Wireshark, Sublime Text, MSRA, Microsoft RDP, OpenSSH, Puppet, SCCM 2012 iOS-MDM', 'Networking: TCP/IP, DNS, DHCP, LAN/WAN, VPN/Remote Connectivity - OpenVPN, some basic Cisco iOS, Microsoft Virtual PC/Hyper-V, TeamViewer, Terminal Services, Netgear, Linksys, Firewall, Ports, experience in Routing & Switching (OSPF / BGP / VLAN / STP)', 'Hardware: Dell, HP, IBM/Lenovo, Apple, Microsoft, desktop, laptops. Android Smartphones tables, and wearables. iPhones and iPads. Printers, Routers, Switches, Modems, Wireless Routers, Video Conferencing equipment (TV, Projectors, Microphones, Speakers)', 'Security: Basic knowledge of IPSEC / SSL-VPN / NAT / GRE, some experience with Authentication Protocols (Radius / TACACS), Strong desire to learn more', 'A+', 'Active Directory', 'Antivirus', 'Apple', 'Bash', 'Basic', 'BGP', 'CAD', 'call center', 'CCNA', 'CD-ROM', 'CLI', 'Cisco iOS', 'Cisco', 'com', 'Hardware', 'computer hardware', 'Council', 'Critical Thinking', 'Encryption', 'Client', 'Dell', 'DHCP', 'documentation', 'DNS', 'Edge', 'email', 'Firewall', 'Forms', 'Help Desk Support', 'HP', 'IBM', 'Insurance', 'Internet Explorer', 'LAN', 'laptops', 'Linux and OS', 'Linux', 'access', 'Excel', 'mail', 'Microsoft Office', 'MS Office', 'Outlook', 'PowerPoint', 'Windows 7', 'Microsoft Windows', 'Windows', 'Word', 'Modems', 'MSI', 'Networking I', 'Network', 'Networking', 'Networks', 'Operating Systems', 'OS', 'OSPF', 'policies', 'Printer', 'Printers', 'Protocols', 'Python', 'Routers', 'Routing', 'scripting', 'Software Installation', 'SolidWorks', 'SSL', 'Switches', 'system administration', 'tables', 'TCP/IP', 'TV', 'troubleshooting I', 'Troubleshooting', 'Video', 'Video Conferencing', 'VPN', 'VOIP', 'WAN']",,"[None, None]","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",Network Support Engineer,"Diploma, Bachelor/Honors",At least 3 years,Age 25 to 35 years,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.97
